county_fips,county_name,state_abbreviation,office_type,local_title,category,seats,term_years,first_name,last_name,party,email,phone,appointment_type,term_start,term_end,first_seen_at,last_verified_at,confidence_score
53027,Grays Harbor County,WA,Commissioner,Commissioner,legislative,2,4,Rick,Hole,,,,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.72
53027,Grays Harbor County,WA,Commissioner,Commissioner,legislative,2,4,Georgia,Miller,,,,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.72
53029,Island County,WA,Assessor,Assessor,administrative,1,4,Kelly Todd,Mauck,,,(360) 678-7850,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.85
53029,Island County,WA,Auditor,Auditor,administrative,1,4,Sheilah,Crider,,,(360) 679-7367,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.85
53029,Island County,WA,Clerk,Clerk,administrative,1,4,Debra,Van Pelt,,,(360) 679-7360 Ext. 6,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.85
53029,Island County,WA,Coroner,Coroner,administrative,1,4,Shantel,Porter,,,(360) 679-7358,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.85
53029,Island County,WA,Treasurer,Treasurer,administrative,1,4,Tony,Lam,,,(360) 679-7301,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.85
53029,Island County,WA,Sheriff,Sheriff,executive,1,4,Rick,Fellici,,,(360) 678-4422,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.85
53029,Island County,WA,Prosecuting Attorney,Prosecuting Attorney,judicial,1,4,Greg,Banks,,,(360) 679-7363,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.85
53029,Island County,WA,Commissioner,Commissioner,legislative,3,4,Melanie,Bacon,,,,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.72
53029,Island County,WA,Commissioner,Commissioner,legislative,3,4,Jill,Johnson,,,,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.72
53029,Island County,WA,Commissioner,Commissioner,legislative,3,4,Janet,St. Clair,,,,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.72
53031,Jefferson County,WA,Assessor,Assessor,administrative,1,4,Jeff,Chapman,,,(360) 385-9105,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.85
53031,Jefferson County,WA,Auditor,Auditor,administrative,1,4,Brenda,Huntingford,,,(360) 385-9118,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.85
53031,Jefferson County,WA,Clerk,Clerk,administrative,1,4,Amanda,Hamilton,,,(360) 385-9128,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.85
53031,Jefferson County,WA,Coroner,Coroner,administrative,1,4,David,Bradley,,,(360) 385-2642,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.85
53031,Jefferson County,WA,Treasurer,Treasurer,administrative,1,4,Stacie,Prada,,,(360) 385-9154,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.85
53031,Jefferson County,WA,Sheriff,Sheriff- Interim,executive,1,4,Andy,Pernsteiner,,,(360) 385-3831,interim,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.85
53031,Jefferson County,WA,Prosecuting Attorney,Prosecuting Attorney,judicial,1,4,James,Kennedy,,,(360) 385-9180,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.85
53031,Jefferson County,WA,Commissioner,Commissioner,legislative,3,4,Greg,Brotherton,,,,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.72
53031,Jefferson County,WA,Commissioner,Commissioner,legislative,3,4,Heather,Dudley-Nollette,,,,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.72
53031,Jefferson County,WA,Commissioner,Commissioner,legislative,3,4,Heidi,Eisenhour,,,,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.72
53033,King County,WA,Assessor,Assessor,administrative,1,4,John,Wilson,,,(206) 296-7300,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.85
53033,King County,WA,Auditor,Director of Elections,administrative,1,4,Julie,Wise,,,(206) 477-4140,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.85
53033,King County,WA,Clerk,Clerk,administrative,1,4,Catherine,Cornwall,,,(206) 477-0777,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.85
53033,King County,WA,Coroner,Medical Examiner,administrative,1,4,Matthew,Lacy MD,,,(206) 731-3232 Ext. 4,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.85
53033,King County,WA,Treasurer,Chief Treasury Officer,administrative,1,4,Nora,Bennett,,,(206) 477-0081,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.85
53033,King County,WA,County Executive,County Executive,executive,1,4,Girmay,Zahilay,,,,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.72
53033,King County,WA,Sheriff,Sheriff,executive,1,4,Patti,Cole-Tindall,,,(206) 263-2555,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.85
53033,King County,WA,Prosecuting Attorney,Prosecuting Attorney,judicial,1,4,Leesa,Manion,,,(206) 477-1200,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.85
53033,King County,WA,Commissioner,Councilmember,legislative,9,4,Claudia,Balducci,,,,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.72
53033,King County,WA,Commissioner,Councilmember,legislative,9,4,Jorge L.,Baron,,,,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.72
53033,King County,WA,Commissioner,Councilmember,legislative,9,4,Rod,Dembowski,,,,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.72
53033,King County,WA,Commissioner,Councilmember,legislative,9,4,Reagan,Dunn,,,,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.72
53033,King County,WA,Commissioner,Councilmember,legislative,9,4,Steffanie,Fain,,,,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.72
53033,King County,WA,Commissioner,Councilmember,legislative,9,4,Rhonda,Lewis,,,,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.72
53033,King County,WA,Commissioner,Councilmember,legislative,9,4,Teresa,Mosqueda,,,,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.72
53033,King County,WA,Commissioner,Councilmember,legislative,9,4,Sarah,Perry,,,,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.72
53033,King County,WA,Commissioner,Councilmember,legislative,9,4,Pete,von Reichbauer,,,,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.72
53035,Kitsap County,WA,Assessor,Assessor,administrative,1,4,Phil,Cook,,,(360) 337-7160,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.85
53035,Kitsap County,WA,Auditor,Auditor,administrative,1,4,Paul,Andrews,,,(360) 337-7118,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.85
53035,Kitsap County,WA,Clerk,Clerk,administrative,1,4,David,Lewis,,,(360) 337-7164,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.85
53035,Kitsap County,WA,Coroner,Medical Examiner,administrative,1,4,Lindsay,Harle,,,(360) 731-6843,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.85
53035,Kitsap County,WA,Treasurer,Treasurer,administrative,1,4,Peter,Boissonneau,,,(360) 337-7136,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.85
53035,Kitsap County,WA,Sheriff,Sheriff,executive,1,4,John,Gese,,,(360) 337-7145,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.85
53035,Kitsap County,WA,Prosecuting Attorney,Prosecuting Attorney,judicial,1,4,Chad,Enright,,,(360) 337-7174,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.85
53035,Kitsap County,WA,Commissioner,Commissioner,legislative,3,4,Christine,Rolfes,,,,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.72
53035,Kitsap County,WA,Commissioner,Commissioner,legislative,3,4,Oran,Root,,,,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.72
53035,Kitsap County,WA,Commissioner,Commissioner,legislative,3,4,Katie,Walters,,,,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.72
53037,Kittitas County,WA,Assessor,Assessor,administrative,1,4,Mike,Hougardy,,,(509) 962-7501,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.85
53037,Kittitas County,WA,Auditor,Auditor,administrative,1,4,Bryan,Elliott,,,(509) 962-7504,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.85
53037,Kittitas County,WA,Clerk,Clerk,administrative,1,4,Karen,Bowen,,,(509) 962-7531,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.85
53037,Kittitas County,WA,Coroner,Acting Coroner,administrative,1,4,Cori,Cori,,,(509) 933-8200,interim,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.85
53037,Kittitas County,WA,Treasurer,Treasurer,administrative,1,4,Amy,Cziske,,,(509) 962-7535,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.85
53037,Kittitas County,WA,Sheriff,Sheriff,executive,1,4,Clay,Myers,,,(509) 962-7527,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.85
53037,Kittitas County,WA,Prosecuting Attorney,Prosecuting Attorney,judicial,1,4,Greg,Zempel,,,(509) 962-7520,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.85
53037,Kittitas County,WA,Commissioner,Commissioner,legislative,3,4,Laura,Osiadacz,,,,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.72
53037,Kittitas County,WA,Commissioner,Commissioner,legislative,3,4,Brett,Wachsmith,,,,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.72
53037,Kittitas County,WA,Commissioner,Commissioner,legislative,3,4,Cory,Wright,,,,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.72
53039,Klickitat County,WA,Assessor,Assessor,administrative,1,4,Billi Jean,Bare,,,(509) 773-3715,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.85
53039,Klickitat County,WA,Auditor,Auditor,administrative,1,4,Heather,Jobe,,,(509) 773-4001,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.85
53039,Klickitat County,WA,Clerk,Clerk,administrative,1,4,Renea,Campbell,,,(509) 773-5744,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.85
53039,Klickitat County,WA,Coroner,Coroner,administrative,1,4,Erik,Anderson,,,(509) 773-6849,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.85
53039,Klickitat County,WA,Treasurer,Treasurer,administrative,1,4,Greg,Gallagher,,,(509) 773-4664,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.85
53039,Klickitat County,WA,Sheriff,Sheriff,executive,1,4,Bob,Songer,,,(509) 773-4455,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.85
53039,Klickitat County,WA,Prosecuting Attorney,Prosecuting Attorney,judicial,1,4,David,Quesnel,,,(509) 773-5838,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.85
53039,Klickitat County,WA,Commissioner,Commissioner,legislative,3,4,Todd,Andrews,,,,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.72
53039,Klickitat County,WA,Commissioner,Commissioner,legislative,3,4,Ron,Ihrig,,,,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.72
53039,Klickitat County,WA,Commissioner,Commissioner,legislative,3,4,Lori,Zoller,,,,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.72
53041,Lewis County,WA,Assessor,Assessor,administrative,1,4,Ross,Nielson,,,(360) 740-1392,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.85
53041,Lewis County,WA,Auditor,Auditor,administrative,1,4,Larry,Grove,,,(360) 740-1156,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.85
53041,Lewis County,WA,Clerk,Clerk,administrative,1,4,Scott,Tinney,,,(360) 740-2704,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.85
53041,Lewis County,WA,Coroner,Coroner,administrative,1,4,Warren,McLeod,,,(360) 740-1376,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.85
53041,Lewis County,WA,Treasurer,Treasurer,administrative,1,4,Arny,Davis,,,(360) 740-1110,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.85
53041,Lewis County,WA,Sheriff,Sheriff,executive,1,4,Rob,Snaza,,,(360) 748-9286,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.85
53041,Lewis County,WA,Prosecuting Attorney,Prosecuting Attorney,judicial,1,4,Jonathan,Meyer,,,(360) 740-1240,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.85
53041,Lewis County,WA,Commissioner,Commissioner,legislative,3,4,Scott,Brummer,,,,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.72
53041,Lewis County,WA,Commissioner,Commissioner,legislative,3,4,Lindsey,Pollock,,,,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.72
53041,Lewis County,WA,Commissioner,Commissioner,legislative,3,4,Sean,Swope,,,,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.72
53043,Lincoln County,WA,Assessor,Assessor,administrative,1,4,J Scott,Liebing,,,(509) 725-7011,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.85
53043,Lincoln County,WA,Auditor,Auditor,administrative,1,4,Chandra,Schumacher,,,(509) 725-4971,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.85
53043,Lincoln County,WA,Clerk,Clerk,administrative,1,4,Traci,Gants,,,(509) 725-1401,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.85
53043,Lincoln County,WA,Coroner,Coroner,administrative,1,4,Ashley,Smith,,,(509) 725-7475,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.85
53043,Lincoln County,WA,Treasurer,Treasurer,administrative,1,4,Emily,Hansen,,,(509) 215-7938,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.85
53043,Lincoln County,WA,Sheriff,Sheriff,executive,1,4,Gabe,Gants,,,(509) 725-9263,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.85
53043,Lincoln County,WA,Prosecuting Attorney,Prosecuting Attorney,judicial,1,4,Ty,Albertson,,,(509) 725-4040,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.85
53043,Lincoln County,WA,Commissioner,Commissioner,legislative,3,4,Rob,Coffman,,,,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.72
53043,Lincoln County,WA,Commissioner,Commissioner,legislative,3,4,Jo,Gilchrist,,,,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.72
53043,Lincoln County,WA,Commissioner,Commissioner,legislative,3,4,Scott,Hutsell,,,,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.72
53045,Mason County,WA,Assessor,Assessor,administrative,1,4,Patti,McLean,,,(360) 427-9670 Ext. 498,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.85
53045,Mason County,WA,Auditor,Auditor,administrative,1,4,Steve,Duenkel,,,(360) 427-9670 Ext. 468,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.85
53045,Mason County,WA,Clerk,Clerk,administrative,1,4,Charles,Rhodes,,,(360) 427-9670 Ext. 346,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.85
53045,Mason County,WA,Coroner,Coroner,administrative,1,4,Jaime,Taylor,,,(360) 427-9670 Ext. 752,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.85
53045,Mason County,WA,Treasurer,Treasurer,administrative,1,4,Brittany,Pearson,,,(360) 427-9670 Ext. 479,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.85
53045,Mason County,WA,Sheriff,Sheriff,executive,1,4,Ryan,Spurling,,,(360) 427-9670 Ext. 313,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.85
53045,Mason County,WA,Prosecuting Attorney,Prosecuting Attorney,judicial,1,4,Michael,Dorcy,,,(360) 427-9670 Ext. 417,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.85
53045,Mason County,WA,Commissioner,Commissioner,legislative,3,4,Randy,Neatherlin,,,,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.72
53045,Mason County,WA,Commissioner,Commissioner,legislative,3,4,Pat,Tarzwell,,,,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.72
53045,Mason County,WA,Commissioner,Commissioner,legislative,3,4,Sharon,Trask,,,,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.72
53047,Okanogan County,WA,Assessor,Assessor,administrative,1,4,Larry,Gilman,,,(509) 422-7190,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.85
53047,Okanogan County,WA,Auditor,Auditor,administrative,1,4,Cari,Hall,,,(509) 422-7240,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.85
53047,Okanogan County,WA,Clerk,Clerk,administrative,1,4,Susan,Speiker,,,(509) 422-7275,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.85
53047,Okanogan County,WA,Coroner,Coroner,administrative,1,4,Dave,Rodriguez,,,(509) 422-7221,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.85
53047,Okanogan County,WA,Treasurer,Treasurer,administrative,1,4,Pam,Johnson,,,(509) 422-7180,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.85
53047,Okanogan County,WA,Sheriff,Sheriff,executive,1,4,Paul,Budrow,,,(509) 422-7183,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.85
53047,Okanogan County,WA,Prosecuting Attorney,Prosecuting Attorney,judicial,1,4,Albert,Lin,,,(509) 422-7280,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.85
53047,Okanogan County,WA,Commissioner,Commissioner,legislative,3,4,Andy,Hover,,,,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.72
53047,Okanogan County,WA,Commissioner,Commissioner,legislative,3,4,Jon,Neal,,,,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.72
53047,Okanogan County,WA,Commissioner,Commissioner,legislative,3,4,Nick,Timm,,,,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.72
53049,Pacific County,WA,Assessor,Assessor,administrative,1,4,Bruce,Walker,,,(360) 875-9300 Ext. 2208,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.85
53049,Pacific County,WA,Auditor,Auditor,administrative,1,4,Alex,Gerow,,,(360) 875-9309,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.85
53049,Pacific County,WA,Clerk,Clerk,administrative,1,4,Emma,Rose,,,(360) 875-9320,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.85
53049,Pacific County,WA,Coroner,Coroner,administrative,1,4,Eric,Anderson,,,(360) 875-9363,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.85
53049,Pacific County,WA,Treasurer,Treasurer,administrative,1,4,Renee,Goodin,,,(360) 875-9420,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.85
53049,Pacific County,WA,Sheriff,Sheriff,executive,1,4,Daniel,Garcia,,,(360) 875-9395,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.85
53049,Pacific County,WA,Prosecuting Attorney,Prosecuting Attorney,judicial,1,4,Michael,Rothman,,,(360) 875-9361,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.85
53049,Pacific County,WA,Commissioner,Commissioner,legislative,3,4,Jerry,Doyle,,,,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.72
53049,Pacific County,WA,Commissioner,Commissioner,legislative,3,4,Lisa,Olsen,,,,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.72
53049,Pacific County,WA,Commissioner,Commissioner,legislative,3,4,David,Tobin,,,,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.72
53051,Pend Oreille County,WA,Assessor,Assessor,administrative,1,4,James,McCroskey,,,(509) 447-6446,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.85
53051,Pend Oreille County,WA,Auditor,Auditor,administrative,1,4,Marianne,Nichols,,,(509) 447-3185,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.85
53051,Pend Oreille County,WA,Clerk,Clerk,administrative,1,4,Tammie,Ownbey,,,(509) 447-2435,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.85
53051,Pend Oreille County,WA,Treasurer,Treasurer,administrative,1,4,Nicole,Dice,,,(509) 447-6441,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.85
53051,Pend Oreille County,WA,Sheriff,Sheriff,executive,1,4,Glenn,Blakeslee,,,(509) 447-3151,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.85
53051,Pend Oreille County,WA,Prosecuting Attorney,Prosecuting Attorney,judicial,1,4,Dolly,Hunt,,,(509) 447-4414,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.85
53051,Pend Oreille County,WA,Commissioner,Commissioner,legislative,3,4,John,Gentle,,,,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.72
53051,Pend Oreille County,WA,Commissioner,Commissioner,legislative,3,4,Robert,Rosencrantz,,,,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.72
53051,Pend Oreille County,WA,Commissioner,Commissioner,legislative,3,4,Brian,Smiley,,,,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.72
53053,Pierce County,WA,Assessor-Treasurer,Assessor-Treasurer,administrative,1,4,Marty,Campbell,,,(253) 798-7144,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.85
53053,Pierce County,WA,Auditor,Auditor,administrative,1,4,Linda,Farmer,,,(253) 798-3189,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.85
53053,Pierce County,WA,Clerk,Clerk,administrative,1,4,Constance,White,,,(253) 798-7455,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.85
53053,Pierce County,WA,Coroner,Medical Examiner,administrative,1,4,Karen,Cline-Parhamovich,,,(253) 798-6494,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.85
53053,Pierce County,WA,County Executive,County Executive,executive,1,4,Ryan,Mello,,,,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.72
53053,Pierce County,WA,Sheriff,Sheriff,executive,1,4,Keith,Swank,,,(253) 798-7530,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.85
53053,Pierce County,WA,Prosecuting Attorney,Prosecuting Attorney,judicial,1,4,Mary,Robnett,,,(253) 798-7400,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.85
53053,Pierce County,WA,Commissioner,Councilmember,legislative,7,4,Rosie,Ayala,,,,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.72
53053,Pierce County,WA,Commissioner,Councilmember,legislative,7,4,Amy,Cruver,,,,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.72
53053,Pierce County,WA,Commissioner,Councilmember,legislative,7,4,Robyn,Denson,,,,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.72
53053,Pierce County,WA,Commissioner,Councilmember,legislative,7,4,Paul,Herrera,,,,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.72
